lab_name,transfer_mode,protocol_name,display_name,active_total_nominal,masked_total,sensor,sensor_is_active,variable,rmse,mae,r2
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,6,1,humidity,0.9616807373864235,0.6823696494102478,0.9718198640825761
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,7,1,temperature,0.10649229465233236,0.08077427744865417,0.9740353854895551
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,7,1,humidity,0.47809306580354743,0.36790794134140015,0.9908230793051076
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,8,1,temperature,0.0839028295249557,0.062287092208862305,0.9858686929871636
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,8,1,humidity,0.2685703619804262,0.20194755494594574,0.997472020094428
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,9,1,temperature,0.10771770923085151,0.08418729156255722,0.982561210844633
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,9,1,humidity,0.4847233965214906,0.3725643754005432,0.9925495773120953
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,10,0,temperature,0.09594531457679062,0.07168839871883392,0.9796740944504319
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,10,0,humidity,0.39020702888663134,0.2925349771976471,0.9941511534242818
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,11,0,temperature,0.11691948521557723,0.08819971233606339,0.970955375721853
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,11,0,humidity,0.38821898484992523,0.3106410503387451,0.9937556906776478
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,12,0,temperature,0.06832415150106988,0.04900437220931053,0.990221183267588
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,12,0,humidity,0.3594214575219952,0.26612088084220886,0.9954968713526269
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,13,0,temperature,0.7198200139280128,0.2856168746948242,0.5938975031237704
lab1,lab1_reference,lab2_active_1_6_7_8_9,"Lab2 active set [1, 6, 7, 8, 9]",5,8,13,0,humidity,2.0226911545471666,0.9394205808639526,0.789632279049301
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,1,0,temperature,0.17918272228344645,0.12030129879713058,0.9198844140669794
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,1,0,humidity,0.6118660166142329,0.44894587993621826,0.9873055396121453
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,2,0,temperature,0.09154069948568105,0.07322581112384796,0.9896648982207499
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,2,0,humidity,0.4042768611653518,0.3072724938392639,0.9942368667503093
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,3,0,temperature,0.09206604048213499,0.07229701429605484,0.9845049588258794
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,3,0,humidity,0.5388600618915149,0.423293799161911,0.9889671741409061
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,4,0,temperature,0.10247169279658339,0.08434999734163284,0.9708310797169193
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,4,0,humidity,0.4339818677992894,0.3541032671928406,0.9917677062155826
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,5,0,temperature,0.06303946315587473,0.04991032928228378,0.9906264169375768
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,5,0,humidity,0.3128418602250465,0.24996216595172882,0.9962647544473843
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,6,1,temperature,0.28293367919465545,0.20026053488254547,0.9295282115197052
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,6,1,humidity,1.3457964019117303,1.060433268547058,0.9448125960668222
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,7,1,temperature,0.07635171152949487,0.05918543040752411,0.9866530179018336
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,7,1,humidity,0.335959167668835,0.24838364124298096,0.9954684677642491
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,8,1,temperature,0.08770206676037041,0.06851158291101456,0.98455994802457
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,8,1,humidity,0.31116771418428013,0.23519036173820496,0.9966065102741621
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,9,0,temperature,0.09966589221888023,0.07940442115068436,0.9850708439074679
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,9,0,humidity,0.4482730530727027,0.35212036967277527,0.9936279643295545
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,10,1,temperature,0.0851834250538684,0.06525076180696487,0.9839781547880578
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,10,1,humidity,0.33652399675230915,0.25851887464523315,0.9956497707719202
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,11,0,temperature,0.09960826237375023,0.0748780369758606,0.9789194123755209
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,11,0,humidity,0.32876579973741854,0.2632838189601898,0.9955217934561107
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,12,1,temperature,0.08591996902770112,0.06268274039030075,0.9845358512599096
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,12,1,humidity,0.40284338732809555,0.2901524603366852,0.9943430960452199
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,13,0,temperature,0.6484362590731961,0.26205888390541077,0.6704491809098427
lab1,lab1_reference,lab2_active_6_7_8_10_12,"Lab2 active set [6, 7, 8, 10, 12]",5,8,13,0,humidity,1.7810325489828924,0.8322045207023621,0.8368963586519923
lab1,lab1_reference,lab2_active_4_6_7,"Lab2 active set [4, 6, 7]",3,10,1,0,temperature,0.24526501943228313,0.1699005514383316,0.8498947080716575
lab1,lab1_reference,lab2_active_4_6_7,"Lab2 active set [4, 6, 7]",3,10,1,0,humidity,0.8897490627694399,0.6536458134651184,0.9731566535191625
