transfer_mode,protocol_name,display_name,active_count,masked_total,r2_humidity,r2_temperature,score
head_only,lab2_active_1_3_4,"Lab2 active set [1, 3, 4]",3,10,0.9645698976735593,0.943529438185127,0.9540496679293431
head_only,lab2_active_2_7_8,"Lab2 active set [2, 7, 8]",3,10,0.9551722095275642,0.9529097357712334,0.9540409726493988
head_only,lab2_active_1_9_12,"Lab2 active set [1, 9, 12]",3,10,0.958373663689594,0.9495588742816797,0.9539662689856369
head_only,lab2_active_10_12_13,"Lab2 active set [10, 12, 13]",3,10,0.9672343544848945,0.940507383107956,0.9538708687964252
head_only,lab2_active_2_5_7,"Lab2 active set [2, 5, 7]",3,10,0.960224662956536,0.9474457918746733,0.9538352274156046
head_only,lab2_active_1_2_8,"Lab2 active set [1, 2, 8]",3,10,0.957157877004299,0.9503016480265459,0.9537297625154224
head_only,lab2_active_1_5_12,"Lab2 active set [1, 5, 12]",3,10,0.9570007411482842,0.9502925101887928,0.9536466256685385
head_only,lab2_active_4_9_10,"Lab2 active set [4, 9, 10]",3,10,0.9595444418948256,0.9476312156749246,0.9535878287848751
head_only,lab2_active_1_3_10,"Lab2 active set [1, 3, 10]",3,10,0.9556694373615563,0.9514721277489946,0.9535707825552755
head_only,lab2_active_2_9_11,"Lab2 active set [2, 9, 11]",3,10,0.9622435047337898,0.944768842072304,0.953506173403047
head_only,lab2_active_4_10_12,"Lab2 active set [4, 10, 12]",3,10,0.961082717492144,0.9458978955668974,0.9534903065295207
head_only,lab2_active_8_9_10,"Lab2 active set [8, 9, 10]",3,10,0.9602858762265889,0.9466681711915352,0.9534770237090621
head_only,lab2_active_7_8_11,"Lab2 active set [7, 8, 11]",3,10,0.9607294405486008,0.9461575362709803,0.9534434884097905
head_only,lab2_active_4_6_8,"Lab2 active set [4, 6, 8]",3,10,0.9664539233082954,0.9402340805105692,0.9533440019094324
head_only,lab2_active_2_5_9,"Lab2 active set [2, 5, 9]",3,10,0.9546593986984842,0.9519826804832587,0.9533210395908714
head_only,lab2_active_3_9_12,"Lab2 active set [3, 9, 12]",3,10,0.9598110508573718,0.946750443780076,0.9532807473187239
head_only,lab2_active_1_4_11,"Lab2 active set [1, 4, 11]",3,10,0.964032311684477,0.942363170825408,0.9531977412549425
